Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
82,22505,Davis Mills,HOU,QB,13,744,6,5,18,0,0,0,0,0,0,0,0,3.5,45.56
83,21734,Nick Westbrook-Ikhine,TEN,WR,16,0,0,0,0,0,14,194,2,0,0,0,0,2.8,45.4
84,16263,Allen Robinson II,CHI,WR,12,0,0,0,0,0,17,220,1,0,0,0,0,3.8,45
85,22508,Kyle Pitts,ATL,TE,17,0,0,0,0,0,19,258,0,0,0,0,0,2.6,44.8
86,13227,Randall Cobb,GB,WR,12,0,0,0,0,0,12,203,2,0,0,0,0,3.7,44.3
86,19920,Dalton Schultz,DAL,TE,17,0,0,0,0,0,15,173,2,0,0,0,0,2.6,44.3
88,18912,Evan Engram,NYG,TE,15,0,0,0,0,0,17,149,2,0,0,0,0,2.9,43.9
89,19238,Taysom Hill,NO,TE,12,255,1,0,115,3,0,0,0,0,0,0,0,3.6,43.7
89,16765,Amari Cooper,DAL,WR,15,0,0,0,0,0,13,187,2,0,0,0,0,2.9,43.7
91,19296,Anthony Firkser,TEN,TE,15,0,0,0,0,0,21,186,1,0,0,0,1,2.9,43.6
92,20038,Braxton Berrios,NYJ,WR,16,0,0,0,2,1,12,130,2,0,0,0,0,2.7,43.2
92,21735,Gabe Davis,BUF,WR,16,0,0,0,0,0,12,192,2,0,0,0,0,2.7,43.2
94,18464,J.D. McKissic,WAS,RB,11,0,0,0,25,1,14,146,1,0,0,0,0,3.9,43.1
95,18983,James Conner,ARI,RB,15,0,0,0,110,2,5,89,1,0,0,0,0,2.9,42.9
96,20145,Allen Lazard,GB,WR,15,0,0,0,0,0,11,136,3,0,0,0,0,2.8,42.6
97,20850,Dawson Knox,BUF,TE,15,0,0,0,0,0,10,143,3,0,0,0,0,2.8,42.3
98,19063,George Kittle,SF,TE,14,0,0,0,0,0,14,216,1,0,0,0,0,3,41.6
99,21694,Henry Ruggs III,LV,WR,7,0,0,0,0,0,6,225,2,0,0,0,0,5.8,40.5
99,21690,Tee Higgins,CIN,WR,14,0,0,0,0,0,15,255,0,0,0,0,0,2.9,40.5
101,21697,Laviska Shenault Jr.,JAX,WR,16,0,0,0,0,0,19,214,0,0,0,0,0,2.5,40.4
102,20841,Daniel Jones,NYG,QB,11,733,2,0,49,0,0,0,0,0,0,0,0,3.7,40.22
103,11056,Antonio Brown,TB,WR,7,0,0,0,0,0,12,222,1,0,0,0,0,5.7,40.2
104,16389,Odell Beckham Jr.,LAR,WR,14,0,0,0,0,0,13,147,2,0,0,0,0,2.8,39.7
105,17922,Jared Goff,DET,QB,14,737,4,3,20,0,0,0,0,0,0,0,0,2.8,39.48
106,14856,Zach Ertz,ARI,TE,17,0,0,0,0,0,17,156,1,0,0,0,0,2.3,38.6
107,19790,Baker Mayfield,CLE,QB,14,571,3,6,94,1,0,0,0,0,0,0,0,2.7,38.24
108,21163,Deonte Harty,NO,WR,13,0,0,0,0,0,12,202,1,0,0,0,0,2.9,38.2
109,14141,Cole Beasley,BUF,WR,16,0,0,0,0,0,16,160,1,0,0,0,0,2.4,38
110,22592,Elijah Moore,NYJ,WR,11,0,0,0,0,0,8,119,3,0,0,0,0,3.4,37.9
110,18878,Alvin Kamara,NO,RB,13,0,0,0,88,0,10,71,2,0,0,0,0,2.9,37.9
112,19863,Dallas Goedert,PHI,TE,15,0,0,0,0,0,12,196,1,0,0,0,0,2.5,37.6
113,20837,Ty Johnson,NYJ,RB,16,0,0,0,54,0,13,126,1,0,0,0,0,2.3,37
114,19812,Sam Darnold,CAR,QB,12,522,2,3,60,2,0,0,0,0,0,0,0,3.1,36.88
115,19065,Jeremy McNichols,TEN,RB,14,0,0,0,18,0,14,136,1,0,0,0,0,2.5,35.4
116,20753,Noah Fant,DEN,TE,16,0,0,0,0,0,17,123,1,0,0,0,0,2.2,35.3
117,14871,Robert Woods,LAR,WR,9,0,0,0,0,0,13,162,1,0,0,0,0,3.9,35.2
118,19897,Tre'Quan Smith,NO,WR,11,0,0,0,0,0,12,169,1,0,0,0,0,3.2,34.9
119,17009,Trevor Siemian,NO,QB,6,370,5,0,-3,0,0,0,0,0,0,0,0,5.8,34.5
119,16776,Melvin Gordon III,DEN,RB,16,0,0,0,30,1,13,85,1,0,0,0,0,2.2,34.5
121,19562,Austin Ekeler,LAC,RB,16,0,0,0,15,0,15,139,1,0,0,0,0,2.2,34.4
122,19853,Mike Gesicki,MIA,TE,17,0,0,0,0,0,16,182,0,0,0,0,0,2,34.2
123,20500,Darrel Williams,KC,RB,17,0,0,0,31,0,8,108,2,0,0,0,0,2,33.9
123,21754,Donovan Peoples-Jones,CLE,WR,14,0,0,0,0,0,11,169,1,0,0,0,0,2.4,33.9
125,21448,Jalen Guyton,LAC,WR,16,0,0,0,0,0,10,178,1,0,0,0,0,2.1,33.8
126,21961,Darnell Mooney,CHI,WR,17,0,0,0,0,0,18,157,0,0,0,0,0,2,33.7
127,18935,Gerald Everett,SEA,TE,15,0,0,0,0,0,13,103,2,0,0,0,0,2.2,33.3
128,20873,Terry McLaurin,WAS,WR,17,0,0,0,0,0,10,169,1,0,0,0,0,1.9,32.9
129,16775,DeVante Parker,MIA,WR,10,0,0,0,0,0,12,147,1,0,0,0,0,3.3,32.7
130,14917,Rex Burkhead,HOU,RB,16,0,0,0,70,1,12,76,0,0,0,0,0,2,32.6
131,19919,Chase Edmonds,ARI,RB,12,0,0,0,126,0,11,84,0,0,0,0,0,2.7,32
132,16917,C.J. Uzomah,CIN,TE,16,0,0,0,0,0,10,94,2,0,0,0,0,2,31.4
133,20566,Dontrell Hilliard,TEN,RB,8,0,0,0,123,2,3,37,0,0,0,0,0,3.9,31
134,18944,Kareem Hunt,CLE,RB,8,0,0,0,91,2,6,37,0,0,0,0,0,3.8,30.8
134,19802,Calvin Ridley,ATL,WR,5,0,0,0,0,0,12,128,1,0,0,0,0,6.2,30.8
136,21736,Bryan Edwards,LV,WR,16,0,0,0,0,0,8,164,1,0,0,0,0,1.9,30.4
137,14916,Giovani Bernard,TB,RB,12,0,0,0,5,0,12,56,2,0,0,0,0,2.5,30.1
138,19207,Tim Patrick,DEN,WR,16,0,0,0,0,0,13,168,0,0,0,0,0,1.9,29.8
139,3943,DeSean Jackson,LV,WR,16,0,0,0,0,0,4,194,1,0,0,0,0,1.8,29.4
140,21717,Jauan Jennings,SF,WR,16,0,0,0,0,0,10,133,1,0,0,0,0,1.8,29.3
141,19491,Robert Tonyan,GB,TE,8,0,0,0,0,0,7,100,2,0,0,0,0,3.6,29
141,16887,Mike Davis,ATL,RB,17,0,0,0,28,0,12,82,1,0,0,0,0,1.7,29
143,18900,Mo Alie-Cox,IND,TE,17,0,0,0,0,0,4,62,3,0,0,0,0,1.7,28.2
143,18872,Dalvin Cook,MIN,RB,13,0,0,0,130,1,5,42,0,0,0,0,0,2.2,28.2
145,16815,Ameer Abdullah,CAR,RB,17,0,0,0,7,0,11,104,1,0,0,0,0,1.7,28.1
145,20805,T.J. Hockenson,DET,TE,12,0,0,0,0,0,12,101,1,0,0,0,0,2.3,28.1
147,21721,Devin Duvernay,BAL,WR,16,0,0,0,13,0,10,106,1,0,0,0,0,1.7,27.9
147,19045,Aaron Jones,GB,RB,15,0,0,0,58,1,12,41,0,0,0,0,0,1.9,27.9
149,20790,Damien Harris,NE,RB,15,0,0,0,94,3,0,0,0,0,0,0,0,1.8,27.4
149,17141,Damiere Byrd,CHI,WR,17,0,0,0,0,0,8,134,1,0,0,0,0,1.6,27.4
151,17290,Adam Humphries,WAS,WR,17,0,0,0,0,0,14,133,0,0,0,0,0,1.6,27.3
152,18879,Corey Davis,NYJ,WR,9,0,0,0,0,0,8,88,2,0,0,0,0,3,26.8
153,16964,Darren Waller,LV,TE,11,0,0,0,0,0,8,127,1,0,0,0,0,2.4,26.7
154,19514,Keelan Cole,NYJ,WR,15,0,0,0,0,0,9,175,0,0,0,0,0,1.8,26.5
154,16847,David Johnson,HOU,RB,13,0,0,0,40,0,10,65,1,0,0,0,0,2,26.5
154,20768,Myles Gaskin,MIA,RB,17,0,0,0,57,0,10,48,1,0,0,0,0,1.6,26.5
157,17970,Devontae Booker,NYG,RB,16,0,0,0,87,0,9,86,0,0,0,0,0,1.6,26.3
157,19988,Tyler Conklin,MIN,TE,17,0,0,0,0,0,14,123,0,0,0,0,0,1.5,26.3
159,17218,DeAndre Carter,WAS,WR,17,0,0,0,11,0,7,61,2,0,0,0,0,1.5,26.2
160,18926,Zay Jones,LV,WR,17,0,0,0,0,0,11,151,0,0,0,0,0,1.5,26.1
160,18993,Samaje Perine,CIN,RB,16,0,0,0,20,0,13,111,0,0,0,0,0,1.6,26.1
162,18361,Chester Rogers,TEN,WR,16,0,0,0,0,0,10,97,1,0,0,0,0,1.6,25.7
162,22614,Kadarius Toney,NYG,WR,10,0,0,0,5,0,10,152,0,0,0,0,0,2.6,25.7
164,21861,Antonio Gibson,WAS,RB,16,0,0,0,86,0,3,20,2,0,0,0,0,1.6,25.6
164,22562,Kenneth Gainwell,PHI,RB,16,0,0,0,79,1,7,47,0,0,0,0,0,1.6,25.6
166,21142,Olamide Zaccheaus,ATL,WR,17,0,0,0,2,0,8,113,1,0,0,0,0,1.5,25.5
167,21692,Jerry Jeudy,DEN,WR,10,0,0,0,0,0,11,143,0,0,0,0,0,2.5,25.3
167,21772,Cole Kmet,CHI,TE,17,0,0,0,0,0,13,123,0,0,0,0,0,1.5,25.3
169,18422,Kalif Raymond,DET,WR,16,0,0,0,0,0,12,72,1,0,0,0,0,1.6,25.2
169,19961,Ray-Ray McCloud III,PIT,WR,16,0,0,0,0,0,14,112,0,0,0,0,0,1.6,25.2
169,22626,Rondale Moore,ARI,WR,14,0,0,0,0,0,15,102,0,0,0,0,0,1.8,25.2
172,20882,David Montgomery,CHI,RB,13,0,0,0,26,1,10,84,0,0,0,0,0,1.9,25
173,18977,Kenny Golladay,NYG,WR,14,0,0,0,0,0,10,149,0,0,0,0,0,1.8,24.9
174,19976,Marquez Valdes-Scantling,GB,WR,11,0,0,0,0,0,6,128,1,0,0,0,0,2.3,24.8
174,18030,Chris Moore,HOU,WR,12,0,0,0,0,0,8,108,1,0,0,0,0,2.1,24.8
176,20788,Mecole Hardman,KC,WR,17,0,0,0,3,0,8,164,0,0,0,0,0,1.5,24.7
177,20810,Travis Homer,SEA,RB,14,0,0,0,66,0,9,90,0,0,0,0,0,1.8,24.6
178,22506,Brevin Jordan,HOU,TE,9,0,0,0,0,0,9,90,1,0,0,0,0,2.7,24
179,20039,Boston Scott,PHI,RB,16,0,0,0,26,3,2,13,0,0,0,0,0,1.5,23.9
179,18876,David Njoku,CLE,TE,16,0,0,0,0,0,6,59,2,0,0,0,0,1.5,23.9
179,17914,Laquon Treadwell,JAX,WR,12,0,0,0,0,0,11,129,0,0,0,0,0,2,23.9
182,18803,Leonard Fournette,TB,RB,14,0,0,0,88,1,6,26,0,0,0,0,0,1.7,23.4
183,19867,Michael Gallup,DAL,WR,9,0,0,0,0,0,7,100,1,0,0,0,0,2.6,23
184,14985,Ryan Griffin,NYJ,TE,14,0,0,0,0,0,8,89,1,0,0,0,0,1.6,22.9
184,14005,T.Y. Hilton,IND,WR,10,0,0,0,0,0,8,89,1,0,0,0,0,2.3,22.9
184,16866,Jamison Crowder,NYJ,WR,12,0,0,0,0,0,12,109,0,0,0,0,0,1.9,22.9
187,22647,Chris Evans,CIN,RB,14,0,0,0,23,0,6,85,1,0,0,0,0,1.6,22.8
188,16020,Jarvis Landry,CLE,WR,12,0,0,0,0,0,9,137,0,0,0,0,0,1.9,22.7
189,13320,Cam Newton,CAR,QB,8,199,1,4,67,2,0,0,0,0,0,0,0,2.8,22.66
190,19800,Courtland Sutton,DEN,WR,17,0,0,0,0,0,11,116,0,0,0,0,0,1.3,22.6
191,18858,Joe Mixon,CIN,RB,16,0,0,0,24,1,6,81,0,0,0,0,0,1.4,22.5
191,13291,Julio Jones,TEN,WR,10,0,0,0,0,0,9,135,0,0,0,0,0,2.2,22.5
193,22623,Rashod Bateman,BAL,WR,12,0,0,0,0,0,9,73,1,0,0,0,0,1.9,22.3
194,19098,Isaiah Ford,MIA,WR,13,0,0,0,0,0,5,52,2,0,0,0,0,1.7,22.2
195,22492,Justin Fields,CHI,QB,12,465,1,6,134,0,0,0,0,0,0,0,0,1.8,22
195,22595,Ihmir Smith-Marsette,MIN,WR,8,0,0,0,0,0,3,70,2,0,0,0,0,2.8,22
195,21593,D'Ernest Johnson,CLE,RB,17,0,0,0,94,0,8,46,0,0,0,0,0,1.3,22
195,17961,Sterling Shepard,NYG,WR,7,0,0,0,0,0,11,110,0,0,0,0,0,3.1,22
199,19017,Josh Reynolds,DET,WR,12,0,0,0,0,0,6,96,1,0,0,0,0,1.8,21.6
200,20943,Darius Slayton,NYG,WR,13,0,0,0,0,0,6,95,1,0,0,0,0,1.7,21.5
201,19659,Dan Arnold,JAX,TE,11,0,0,0,0,0,11,124,0,0,0,0,0,1.9,21.4
202,20150,Byron Pringle,KC,WR,17,0,0,0,0,0,9,121,0,0,0,0,0,1.2,21.1
203,20880,Gardner Minshew,PHI,QB,4,210,3,0,1,0,0,0,0,0,0,0,0,5.1,20.5
203,13337,Mark Ingram II,NO,RB,14,0,0,0,55,2,2,10,0,0,0,0,0,1.5,20.5
205,21794,Albert Okwuegbunam,DEN,TE,14,0,0,0,0,0,8,64,1,0,0,0,0,1.5,20.4
206,12841,Andy Dalton,CHI,QB,8,374,3,4,13,0,0,0,0,0,0,0,0,2.5,20.26
207,21686,Jalen Reagor,PHI,WR,17,0,0,0,0,0,7,72,1,0,0,0,0,1.2,20.2
208,22662,Tommy Tremble,CAR,TE,16,0,0,0,0,0,8,60,1,0,0,0,0,1.2,20
209,11488,Jimmy Graham,CHI,TE,15,0,0,0,0,0,4,37,2,0,0,0,0,1.3,19.7
210,21005,Parris Campbell,IND,WR,6,0,0,0,0,0,5,85,1,0,0,0,0,3.2,19.5
211,22613,Joshua Palmer,LAC,WR,17,0,0,0,0,0,7,64,1,0,0,0,0,1.1,19.4
212,22493,Trey Lance,SF,QB,6,165,0,0,67,1,0,0,0,0,0,0,0,3.2,19.3
212,21960,Freddie Swain,SEA,WR,17,0,0,0,0,0,5,83,1,0,0,0,0,1.1,19.3
214,6489,Josh Johnson,BAL,QB,4,167,3,1,19,0,0,0,0,0,0,0,0,4.6,18.58
215,18877,Christian McCaffrey,CAR,RB,7,0,0,0,19,0,9,73,0,0,0,0,0,2.6,18.2
216,21802,AJ Dillon,GB,RB,17,0,0,0,49,2,1,2,0,0,0,0,0,1.1,18.1
217,20884,Foster Moreau,LV,TE,17,0,0,0,0,0,6,119,0,0,0,0,0,1.1,17.9
217,15602,Jack Doyle,IND,TE,17,0,0,0,0,0,8,99,0,0,0,0,0,1.1,17.9
219,21675,Tyler Johnson,TB,WR,17,0,0,0,0,0,9,86,0,0,0,0,0,1,17.6
219,21756,Nico Collins,HOU,WR,14,0,0,0,0,0,9,86,0,0,0,0,0,1.3,17.6
221,21738,Juwan Johnson,NO,TE,14,0,0,0,0,0,3,25,2,0,0,0,0,1.2,17.5
221,18089,Rashard Higgins,CLE,WR,15,0,0,0,0,0,7,105,0,0,0,0,0,1.2,17.5
223,18047,Demarcus Robinson,KC,WR,17,0,0,0,0,0,5,64,1,0,0,0,0,1,17.4
223,19912,Nyheim Hines,IND,RB,17,0,0,0,35,0,7,69,0,0,0,0,0,1,17.4
223,18187,Robbie Anderson,CAR,WR,17,0,0,0,0,0,9,84,0,0,0,0,0,1,17.4
226,20905,Donald Parham Jr.,LAC,TE,14,0,0,0,0,0,3,19,2,0,0,0,0,1.2,16.9
226,22533,Demetric Felton Jr.,CLE,RB,16,0,0,0,0,0,6,49,1,0,0,0,0,1.1,16.9
228,14901,Kyle Juszczyk,SF,FB,17,0,0,0,8,1,5,49,0,0,0,0,0,1,16.7
228,11063,Emmanuel Sanders,BUF,WR,14,0,0,0,0,0,7,97,0,0,0,0,0,1.2,16.7
230,16003,Sammy Watkins,BAL,WR,13,0,0,0,0,0,6,63,1,0,0,0,0,1.3,16.3
230,19410,Ricky Seals-Jones,WAS,TE,13,0,0,0,0,0,8,83,0,0,0,0,0,1.3,16.3
232,21786,Adam Trautman,NO,TE,13,0,0,0,0,0,5,51,1,0,0,0,0,1.2,16.1
233,19023,Mack Hollins,MIA,WR,17,0,0,0,0,0,4,59,1,0,0,0,0,0.9,15.9
233,16510,Jerick McKinnon,KC,RB,13,0,0,0,0,0,6,39,1,0,0,0,0,1.2,15.9
235,20064,Justin Jackson,LAC,RB,14,0,0,0,21,1,5,27,0,0,0,0,0,1.1,15.8
236,18018,Jacoby Brissett,MIA,QB,11,279,1,1,26,0,0,0,0,0,0,0,0,1.4,15.76
237,9906,Danny Amendola,HOU,WR,8,0,0,0,0,0,7,86,0,0,0,0,0,2,15.6
238,18995,Jamaal Williams,DET,RB,13,0,0,0,46,1,3,19,0,0,0,0,0,1.2,15.5
238,20941,Devin Singletary,BUF,RB,17,0,0,0,43,1,4,12,0,0,0,0,0,0.9,15.5
240,20859,Drew Lock,DEN,QB,6,168,0,1,45,1,0,0,0,0,0,0,0,2.5,15.22
241,19043,Isaiah McKenzie,BUF,WR,15,0,0,0,16,0,7,66,0,0,0,0,0,1,15.2
241,21765,JaMycal Hasty,SF,RB,11,0,0,0,8,0,8,64,0,0,0,0,0,1.4,15.2
243,16031,Damien Williams,CHI,RB,12,0,0,0,9,0,4,40,1,0,0,0,0,1.2,14.9
244,20912,Tony Pollard,DAL,RB,15,0,0,0,22,0,7,54,0,0,0,0,0,1,14.6
245,19843,Hayden Hurst,ATL,TE,13,0,0,0,0,0,5,35,1,0,0,0,0,1.1,14.5
246,21729,Quintez Cephus,DET,WR,5,0,0,0,0,0,4,104,0,0,0,0,0,2.9,14.4
246,21798,Josiah Deguara,GB,TE,16,0,0,0,0,0,4,44,1,0,0,0,0,0.9,14.4
248,16787,Breshad Perriman,TB,WR,6,0,0,0,0,0,2,63,1,0,0,0,0,2.4,14.3
248,21784,Zack Moss,BUF,RB,13,0,0,0,17,0,4,26,1,0,0,0,0,1.1,14.3
250,21723,James Proche II,BAL,WR,14,0,0,0,0,0,6,82,0,0,0,0,0,1,14.2
251,20933,Miles Sanders,PHI,RB,12,0,0,0,49,0,5,42,0,0,0,0,0,1.2,14.1
252,21810,Tyler Huntley,BAL,QB,7,243,0,0,42,0,0,0,0,0,0,0,0,2,13.92
