Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
25,22490,Trevor Lawrence,JAX,QB,17,4108,25,13.8,332.9,3.3,0,0,0,0,0,0,0,16.5,280.61
26,17923,Ezekiel Elliott,DAL,RB,17,0,0,0,1165.2,9.7,54,424.1,2.3,0,0,0,0,16.5,279.73
27,732,Matt Ryan,ATL,QB,17,4502.3,28,12.5,106.3,1.4,0,0,0,0,0,0,0,16.4,278.72
28,19790,Baker Mayfield,CLE,QB,17,4116.9,28.6,10.4,167.1,1.3,0,0,0,0,0,0,0,16.2,276.19
29,21677,Tua Tagovailoa,MIA,QB,17,4073.3,26.7,11.3,175.7,2.8,0,0,0,0,0,0,0,16.2,275.7
30,19562,Austin Ekeler,LAC,RB,17,0,0,0,800.9,4,82.7,692.3,3.6,0,0,0,0,16.1,274.42
31,14252,Kirk Cousins,MIN,QB,17,4297.1,28.7,11.7,119.3,0.9,0,0,0,0,0,0,0,16.1,274.01
32,21042,A.J. Brown,TEN,WR,17,0,0,0,3.4,0,85,1259.6,10.7,0,0,0,0,16.1,273.9
33,21685,Justin Jefferson,MIN,WR,17,0,0,0,8.6,0,90.8,1360.8,7.9,0,0,0,0,16.1,273.74
34,21682,Jonathan Taylor,IND,RB,17,0,0,0,1240.9,11.2,41.4,318.6,2,0,0,0,0,16,272.75
35,16311,Derek Carr,LV,QB,17,4346.9,25.7,10.3,126.7,1.9,0,0,0,0,0,0,0,16,272.55
36,19045,Aaron Jones,GB,RB,17,0,0,0,1069.2,9.5,51.7,415.3,2.7,0,0,0,0,15.8,269.35
37,19766,Saquon Barkley,NYG,RB,17,0,0,0,1107.8,8.8,53.2,427.4,2.3,0,0,0,0,15.8,269.32
38,8283,Ryan Fitzpatrick,WAS,QB,17,4151.3,25.1,16.3,246.5,2.7,0,0,0,0,0,0,0,15.8,268.7
39,20841,Daniel Jones,NYG,QB,17,3902.6,23,14,433.8,2.3,0,0,0,0,0,0,0,15.7,266.28
40,19798,Nick Chubb,CLE,RB,17,0,0,0,1358.8,11.5,29.7,249.8,1.5,0,0,0,0,15.6,264.76
41,3807,Ben Roethlisberger,PIT,QB,17,4143.8,30.3,11.9,29.8,0.3,0,0,0,0,0,0,0,15.5,262.73
42,16263,Allen Robinson II,CHI,WR,17,0,0,0,0.6,0,96.7,1247.6,6.8,0,0,0,0,15.3,260.92
43,15076,Keenan Allen,LAC,WR,17,0,0,0,6.7,0,106,1140,6.5,0,0,0,0,15.2,258.07
44,20873,Terry McLaurin,WAS,WR,17,0,0,0,17.8,0,92.9,1287.2,5.6,0,0,0,0,15,255.6
45,19812,Sam Darnold,CAR,QB,17,4207.3,22.7,16.4,215.3,2.6,0,0,0,0,0,0,0,15,255.42
46,18858,Joe Mixon,CIN,RB,17,0,0,0,1107.5,7.4,51,378.6,2.5,0,0,0,0,15,255.01
47,21861,Antonio Gibson,WAS,RB,17,0,0,0,1054.8,9.5,48.5,374.6,1.7,0,0,0,0,15,254.44
48,21768,Najee Harris,PIT,RB,17,0,0,0,1109.5,8.4,47.2,366.2,2.3,0,0,0,0,15,254.37
49,16964,Darren Waller,LV,TE,17,0,0,0,0.3,0,99.5,1128.4,7.2,0,0,0,0,14.9,253.77
50,22493,Trey Lance,SF,QB,17,3254,20.2,10.5,418,3.9,0,0,0,0,0,0,0,14.6,248.56
51,22492,Justin Fields,CHI,QB,17,3474.5,20.8,12.6,390.3,3.4,0,0,0,0,0,0,0,14.6,248.21
52,22495,Zach Wilson,NYJ,QB,17,3887.7,21.6,12.5,252.4,2.2,0,0,0,0,0,0,0,14.5,246.95
53,17920,Carson Wentz,IND,QB,17,3822.6,24.1,14.1,205.2,2.4,0,0,0,0,0,0,0,14.5,246.82
54,14871,Robert Woods,LAR,WR,17,0,0,0,119.3,1.1,92.4,1088.5,4.1,0,0,0,0,14.3,242.98
55,21679,CeeDee Lamb,DAL,WR,17,0,0,0,63.2,0.3,85.4,1180.4,5.4,0,0,0,0,14.3,242.56
56,17922,Jared Goff,DET,QB,17,4223.3,22.8,14.2,76,1.7,0,0,0,0,0,0,0,14.3,242.53
57,16597,Mike Evans,TB,WR,17,0,0,0,0,0,76.3,1106.5,9.4,0,0,0,0,14.3,242.35
58,21769,Clyde Edwards-Helaire,KC,RB,17,0,0,0,979.9,6.8,50.4,414.5,2.1,0,0,0,0,14.1,240.04
59,19063,George Kittle,SF,TE,17,0,0,0,3.5,0,88,1136.5,6.1,0,0,0,0,14,237.4
60,18880,Chris Godwin,TB,WR,17,0,0,0,0.8,0,83.7,1056.6,8.1,0,0,0,0,13.9,236.84
61,16765,Amari Cooper,DAL,WR,17,0,0,0,18.3,0,92.5,1117.1,5.3,0,0,0,0,13.9,236.44
62,21970,James Robinson,JAX,RB,17,0,0,0,1016.1,6.9,47.7,341.6,1.9,0,0,0,0,13.7,232.67
63,20882,David Montgomery,CHI,RB,17,0,0,0,1039,8.1,39.7,329.1,1.7,0,0,0,0,13.6,231.71
64,21684,D'Andre Swift,DET,RB,17,0,0,0,819.7,7.3,56.1,419.5,2,0,0,0,0,13.6,231.62
65,16830,Tyler Lockett,SEA,WR,17,0,0,0,4.1,0,90.3,1040.8,5.9,0,0,0,0,13.5,228.99
66,13291,Julio Jones,TEN,WR,17,0,0,0,0.1,0,77.9,1121.1,6.6,0,0,0,0,13.4,228.42
67,21674,J.K. Dobbins,BAL,RB,17,0,0,0,1077.1,9.5,32.6,255.7,1.3,0,0,0,0,13.4,227.68
68,19844,DJ Moore,CAR,WR,17,0,0,0,30,0,77.7,1202.6,4.5,0,0,0,0,13.3,226.76
69,19119,Chris Carson,SEA,RB,17,0,0,0,989.8,7.1,41.8,319.5,2.5,0,0,0,0,13.3,226.53
70,21077,Diontae Johnson,PIT,WR,17,0,0,0,27.5,0,92.1,1021.9,5.1,0,0,0,0,13.3,225.84
71,20933,Miles Sanders,PHI,RB,17,0,0,0,1023.9,6.5,40.8,336.8,1.8,0,0,0,0,13.1,223.07
72,18882,Cooper Kupp,LAR,WR,17,0,0,0,24.4,0.1,85.9,1037.4,5.2,0,0,0,0,13.1,222.68
73,16762,Jameis Winston,NO,QB,17,3685.1,22,18.4,196.3,1.4,0,0,0,0,0,0,0,12.9,219.63
74,15534,Adam Thielen,MIN,WR,17,0,0,0,11.8,0.1,77.5,980.7,7,0,0,0,0,12.8,218.15
75,18883,JuJu Smith-Schuster,PIT,WR,17,0,0,0,0.2,0,86.6,870.6,6.9,0,0,0,0,12.6,213.68
76,20824,Josh Jacobs,LV,RB,17,0,0,0,1040.7,9.1,29.4,219.6,1,0,0,0,0,12.5,212.23
77,18187,Robby Anderson,CAR,WR,17,0,0,0,18.1,0,82.8,1045.5,3.8,0,0,0,0,12.4,210.56
78,21690,Tee Higgins,CIN,WR,17,0,0,0,20.9,0,75.6,998.8,5.3,0,0,0,0,12.2,208.17
79,16887,Mike Davis,ATL,RB,17,0,0,0,883.3,6.2,45.8,313.5,1.6,0,0,0,0,12.2,208.08
80,21692,Jerry Jeudy,DEN,WR,17,0,0,0,0.3,0,73.3,1028.7,5.5,0,0,0,0,12.2,208
81,18977,Kenny Golladay,NYG,WR,17,0,0,0,0.6,0,67.7,998.2,6.9,0,0,0,0,12.2,207.98
82,21747,Brandon Aiyuk,SF,WR,17,0,0,0,82.9,1.1,70.4,922.2,5.2,0,0,0,0,12.2,207.71
83,17986,Tyler Boyd,CIN,WR,17,0,0,0,31,0,85.4,942.3,3.9,0,0,0,0,12,204.73
84,19852,Darius Leonard,IND,OLB,17,0,0,0,0,0,0,0,0,4.8,1.9,1.5,0.7,12,204.11
85,16568,Brandin Cooks,HOU,WR,17,0,0,0,2.2,0,74.8,1022.9,4.4,0,0,0,0,11.9,202.51
86,21752,Chase Claypool,PIT,WR,17,0,0,0,31.3,0.5,67.1,907.6,6.2,0,0,0,0,11.8,199.99
87,19800,Courtland Sutton,DEN,WR,17,0,0,0,5.2,0,68,1018,5.1,0,0,0,0,11.8,199.92
88,22564,Ja'Marr Chase,CIN,WR,17,0,0,0,13.6,0,72.4,981.7,4.9,0,0,0,0,11.7,199.73
89,22508,Kyle Pitts,ATL,TE,17,0,0,0,0,0,74.7,871.5,6.5,0,0,0,0,11.7,199.25
90,19803,Mark Andrews,BAL,TE,17,0,0,0,0,0,69,836.2,8,0,0,0,0,11.7,199.22
91,19816,DJ Chark Jr.,JAX,WR,17,0,0,0,1.1,0,68.5,950.5,6,0,0,0,0,11.7,198.66
92,16389,Odell Beckham Jr.,CLE,WR,17,0,0,0,65.3,0.4,67.7,951.8,4.6,0,0,0,0,11.7,198.21
93,19919,Chase Edmonds,ARI,RB,17,0,0,0,706,4.1,49.9,377.4,2.5,0,0,0,0,11.5,195.04
94,18857,Deshaun Watson,HOU,QB,17,2672.9,17,7.3,234.5,2.6,0,0,0,0,0,0,0,11.4,194.57
95,20981,Devin White,TB,ILB,17,0,0,0,0,0,0,0,0,5.6,0.7,1.8,0.9,11.4,193.97
96,20798,Darrell Henderson Jr.,LAR,RB,17,0,0,0,862.3,7,32.2,274,1.5,0,0,0,0,11.4,193.43
97,18914,Mike Williams,LAC,WR,17,0,0,0,0.8,0,58.5,916.6,7,0,0,0,0,11.3,191.44
98,20805,T.J. Hockenson,DET,TE,17,0,0,0,0,0,75.3,819.9,5.7,0,0,0,0,11.2,190.29
99,21697,Laviska Shenault Jr.,JAX,WR,17,0,0,0,105.6,0.4,72.4,812.5,4,0,0,0,0,11.1,189.21
100,20932,Deebo Samuel,SF,WR,17,0,0,0,106.8,1.1,66.3,825.8,3.9,0,0,0,0,11.1,188.36
101,18879,Corey Davis,NYJ,WR,17,0,0,0,0.2,0,69.1,935,4.4,0,0,0,0,11,187.82
102,16020,Jarvis Landry,CLE,WR,17,0,0,0,17.6,0.3,75.1,899.2,3.4,0,0,0,0,11,187.78
103,19867,Michael Gallup,DAL,WR,17,0,0,0,0.1,0,60.5,943.4,5.6,0,0,0,0,11,187.65
104,20768,Myles Gaskin,MIA,RB,17,0,0,0,748.5,4.9,43.5,336.6,1.6,0,0,0,0,11,187.21
105,13870,Marvin Jones Jr.,JAX,WR,17,0,0,0,0.2,0,65.2,851.7,6.3,0,0,0,0,11,187.19
106,13320,Cam Newton,NE,QB,17,2223.6,12.3,8.1,331.4,5.6,0,0,0,0,0,0,0,10.9,184.48
107,18944,Kareem Hunt,CLE,RB,17,0,0,0,664.8,5.4,39.5,323.3,2.6,0,0,0,0,10.8,183.91
108,22558,Javonte Williams,DEN,RB,17,0,0,0,905.8,5.9,30.5,224.5,1.3,0,0,0,0,10.8,182.93
109,21687,DeVonta Smith,PHI,WR,17,0,0,0,5.8,0,63.4,930.4,4.5,0,0,0,0,10.7,182.62
110,18928,Curtis Samuel,WAS,WR,17,0,0,0,141.6,0.9,63,754.3,4.2,0,0,0,0,10.7,181.79
111,19827,Roquan Smith,CHI,ILB,17,0,0,0,0,0,0,0,0,2.8,1.2,1.3,0.7,10.7,181.26
112,17916,William Fuller V,MIA,WR,17,0,0,0,1,0,61.1,862.8,5.5,0,0,0,0,10.6,179.68
113,11056,Antonio Brown,TB,WR,17,0,0,0,6.7,0,69.2,788.3,5,0,0,0,0,10.5,177.7
114,18923,Jamal Adams,SEA,SS,17,0,0,0,0,0,0,0,0,7.5,0.7,1.5,0.7,10.4,176.35
115,16775,DeVante Parker,MIA,WR,17,0,0,0,0,0,63.5,799.6,5.4,0,0,0,0,10.3,174.86
116,20753,Noah Fant,DEN,TE,17,0,0,0,0,0,70.1,776.2,4.7,0,0,0,0,10.3,174.52
117,14885,Jamie Collins Sr.,DET,LB,17,0,0,0,0,0,0,0,0,4.4,1.6,1.4,0.7,10.2,173.68
118,14534,Bobby Wagner,SEA,ILB,17,0,0,0,0,0,0,0,0,2.6,0.6,1.6,0.8,10.2,173.07
119,18956,Zach Cunningham,HOU,OLB,17,0,0,0,0,0,0,0,0,2.3,0.2,1.2,0.6,10.1,171.96
120,17217,Raheem Mostert,SF,RB,17,0,0,0,823.4,5.9,24.8,232,1.5,0,0,0,0,10.1,171.74
121,17960,Michael Thomas,NO,WR,17,0,0,0,0.4,0,64.7,831.8,4.1,0,0,0,0,10.1,171.52
122,18052,Blake Martinez,NYG,ILB,17,0,0,0,0,0,0,0,0,2.6,0.9,1.5,0.7,10,170.42
123,13810,Demario Davis,NO,OLB,17,0,0,0,0,0,0,0,0,4,0.5,1.4,0.7,9.9,168.1
124,22598,Jaylen Waddle,MIA,WR,17,0,0,0,37.4,0,61.5,813.6,3.8,0,0,0,0,9.9,168
125,16271,Shaquil Barrett,TB,OLB,17,0,0,0,0,0,0,0,0,12.6,0.8,1.5,0.7,9.9,167.57
126,21744,Michael Pittman Jr.,IND,WR,17,0,0,0,18.3,0,63.1,797.5,3.7,0,0,0,0,9.8,165.88
127,19863,Dallas Goedert,PHI,TE,17,0,0,0,0,0,63.6,720.9,5.1,0,0,0,0,9.7,165.09
128,21045,Marquise Brown,BAL,WR,17,0,0,0,5,0,56.4,803.4,4.4,0,0,0,0,9.6,162.84
129,16806,Eric Kendricks,MIN,ILB,17,0,0,0,0,0,0,0,0,0.4,1.1,1.4,0.7,9.6,162.78
130,21961,Darnell Mooney,CHI,WR,17,0,0,0,23.9,0,63.9,758.6,3.6,0,0,0,0,9.6,162.55
131,16656,Logan Thomas,WAS,TE,17,0,0,0,2.4,0,67.1,667.2,4.9,0,0,0,0,9.6,162.46
132,20006,Russell Gage,ATL,WR,17,0,0,0,9,0,66,731.6,3.8,0,0,0,0,9.5,161.86
133,14005,T.Y. Hilton,IND,WR,17,0,0,0,0,0,56.2,751.8,4.9,0,0,0,0,9.4,159.98
134,12831,Tyrod Taylor,HOU,QB,17,2291.2,10.9,5.4,260.8,2.2,0,0,0,0,0,0,0,9.4,159.53
135,17967,Joe Schobert,PIT,ILB,17,0,0,0,0,0,0,0,0,1.6,1.3,1.6,0.8,9.4,159.42
136,20790,Damien Harris,NE,RB,17,0,0,0,944,5.8,16.1,126.8,0.7,0,0,0,0,9.4,159.38
137,19491,Robert Tonyan,GB,TE,17,0,0,0,0,0,55.5,609.9,7,0,0,0,0,9.3,158.09
138,18032,Tyler Higbee,LAR,TE,17,0,0,0,0,0,59.1,667,5.4,0,0,0,0,9.3,157.4
139,20788,Mecole Hardman,KC,WR,17,0,0,0,33.9,0.1,54.5,752,4.2,0,0,0,0,9.2,157.09
140,20949,Irv Smith Jr.,MIN,TE,17,0,0,0,0,0,59.4,634,5.9,0,0,0,0,9.2,157
141,20876,Jakobi Meyers,NE,WR,17,0,0,0,7.2,0,61.1,802.7,2.5,0,0,0,0,9.2,156.09
142,21750,Marquez Callaway,NO,WR,17,0,0,0,0.7,0,56.1,751.9,4.1,0,0,0,0,9.1,155.16
143,16497,Teddy Bridgewater,DEN,QB,17,2307.9,14.1,9.3,154.5,2.1,0,0,0,0,0,0,0,9.1,154.97
144,14141,Cole Beasley,BUF,WR,17,0,0,0,0,0,63.1,726.9,3.3,0,0,0,0,9.1,154.79
145,11063,Emmanuel Sanders,BUF,WR,17,0,0,0,3.5,0,54.3,683.9,5.3,0,0,0,0,9,153.84
146,20007,Foyesade Oluokun,ATL,ILB,17,0,0,0,0,0,0,0,0,3.3,1.3,1.4,0.7,9,153.31
147,19853,Mike Gesicki,MIA,TE,17,0,0,0,0,0,55.8,655.3,5.5,0,0,0,0,9,153.13
148,22626,Rondale Moore,ARI,WR,17,0,0,0,65.7,0.3,57,643.3,4.1,0,0,0,0,9,152.9
149,21694,Henry Ruggs III,LV,WR,17,0,0,0,55.3,0.1,50.6,779.8,3.3,0,0,0,0,9,152.51
150,17926,Jaylon Smith,DAL,ILB,17,0,0,0,0,0,0,0,0,1.9,0.6,1.4,0.7,8.9,151.73
151,17961,Sterling Shepard,NYG,WR,17,0,0,0,36.9,0.2,64.6,659.5,2.9,0,0,0,0,8.9,151.64
152,22592,Elijah Moore,NYJ,WR,17,0,0,0,5.5,0,58.3,748.2,3.1,0,0,0,0,8.9,151.47
153,16776,Melvin Gordon III,DEN,RB,17,0,0,0,747.2,5.4,25.8,157.9,1.1,0,0,0,0,8.9,151.31
154,17925,Myles Jack,JAX,OLB,17,0,0,0,0,0,0,0,0,1.5,1,1.2,0.6,8.9,151
155,16781,Nelson Agholor,NE,WR,17,0,0,0,2.3,0,49.5,769.7,4.2,0,0,0,0,8.9,150.9
156,18803,Leonard Fournette,TB,RB,17,0,0,0,641.9,6,28.4,189.3,0.8,0,0,0,0,8.8,150.12
157,22685,Terrace Marshall Jr.,CAR,WR,17,0,0,0,3.2,0,55.5,706.1,4.2,0,0,0,0,8.8,150.03
158,18916,T.J. Watt,PIT,OLB,17,0,0,0,0,0,0,0,0,11.2,0.8,1.4,0.7,8.8,149.94
159,19273,Eric Wilson,PHI,OLB,17,0,0,0,0,0,0,0,0,3.2,1.5,1.3,0.6,8.8,148.79
160,15113,Jon Bostic,WAS,ILB,17,0,0,0,0,0,0,0,0,1.6,0.8,1.3,0.7,8.8,148.77
161,21052,Brian Burns,CAR,DE,17,0,0,0,0,0,0,0,0,9.7,0.7,1.2,0.6,8.7,147.09
162,22553,Michael Carter,NYJ,RB,17,0,0,0,616.8,3.8,33.4,269.9,0.9,0,0,0,0,8.7,147.07
163,17048,Tyrell Williams,DET,WR,17,0,0,0,0,0,50.3,724.8,4,0,0,0,0,8.6,145.98
164,19897,Tre'Quan Smith,NO,WR,17,0,0,0,0.7,0,45.7,669.8,5.6,0,0,0,0,8.6,145.95
165,19891,Fred Warner,SF,ILB,17,0,0,0,0,0,0,0,0,1.8,1.1,1.4,0.7,8.6,145.61
166,21801,Trey Sermon,SF,RB,17,0,0,0,679,5.2,23.5,202,1,0,0,0,0,8.6,145.6
167,18983,James Conner,ARI,RB,17,0,0,0,620.9,5.8,26.8,188.1,0.9,0,0,0,0,8.5,145.3
168,21686,Jalen Reagor,PHI,WR,17,0,0,0,26.8,0.1,54.1,732.1,2.6,0,0,0,0,8.5,145.19
169,16786,Shaq Thompson,CAR,ILB,17,0,0,0,0,0,0,0,0,1.6,0.2,1.6,0.8,8.5,144.22
170,21921,Jeremy Chinn,CAR,S,17,0,0,0,0,0,0,0,0,0.9,1.2,1.6,0.8,8.5,144.08
171,18003,Kenyan Drake,LV,RB,17,0,0,0,565.3,4.4,34.5,241.1,0.8,0,0,0,0,8.5,143.74
172,18807,Myles Garrett,CLE,DE,17,0,0,0,0,0,0,0,0,12.1,0.5,1.1,0.5,8.5,143.67
173,18995,Jamaal Williams,DET,RB,17,0,0,0,597.1,3.2,35.2,257.3,1,0,0,0,0,8.4,143.44
174,19882,Jerome Baker,MIA,LB,17,0,0,0,0,0,0,0,0,3.8,0.4,1.2,0.6,8.4,142.81
175,10974,Rob Gronkowski,TB,TE,17,0,0,0,0,0,46.7,615,5.8,0,0,0,0,8.4,142.6
176,14688,Justin Tucker,BAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.4,142.2
177,12247,Jason Pierre-Paul,TB,OLB,17,0,0,0,0,0,0,0,0,10.1,1.3,1.6,0.8,8.4,142.12
177,21784,Zack Moss,BUF,RB,17,0,0,0,628.7,5.1,25.5,187.5,1.1,0,0,0,0,8.4,142.12
179,17983,Deion Jones,ATL,ILB,17,0,0,0,0,0,0,0,0,2.8,1.3,1.4,0.7,8.4,142.01
180,18927,Budda Baker,ARI,FS,17,0,0,0,0,0,0,0,0,1,0.9,1.6,0.8,8.3,141.5
181,19073,Harrison Butker,KC,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.3,140.9
182,16618,Aaron Donald,LAR,DT,17,0,0,0,0,0,0,0,0,12.9,0.3,1.3,0.6,8.3,140.83
183,13227,Randall Cobb,GB,WR,17,0,0,0,7.4,0,55.5,652.1,3.3,0,0,0,0,8.2,140.25
184,12845,A.J. Green,ARI,WR,17,0,0,0,0,0,53.4,637.1,4,0,0,0,0,8.2,140.11
185,19836,Tremaine Edmunds,BUF,LB,17,0,0,0,0,0,0,0,0,1.5,0.4,1.4,0.7,8.2,139.95
186,8534,Jared Cook,LAC,TE,17,0,0,0,0,0,50.9,578.1,5.3,0,0,0,0,8.2,139.51
187,19861,Ronald Jones II,TB,RB,17,0,0,0,765,5.9,15.2,107.3,0.7,0,0,0,0,8.2,139.23
188,17991,Vonn Bell,CIN,SS,17,0,0,0,0,0,0,0,0,0.7,0.5,1.5,0.8,8.2,139.09
189,18990,Jonnu Smith,NE,TE,17,0,0,0,1.3,0.1,54.3,587.2,4.4,0,0,0,0,8.2,138.95
190,21802,A.J. Dillon,GB,RB,17,0,0,0,756.7,5,18.3,140.6,0.6,0,0,0,0,8.2,138.83
191,17915,Joey Bosa,LAC,DE,17,0,0,0,0,0,0,0,0,10.7,0.5,0.9,0.4,8.2,138.79
192,21735,Gabriel Davis,BUF,WR,17,0,0,0,0.3,0,43.1,645.4,5.2,0,0,0,0,8.1,138.47
193,20715,Alexander Johnson,DEN,ILB,17,0,0,0,0,0,0,0,0,1.3,0.5,1.2,0.6,8.1,137.51
194,16883,Za'Darius Smith,GB,OLB,17,0,0,0,0,0,0,0,0,10.5,0.4,1.3,0.6,8.1,137.05
195,16804,Benardrick McKinney,MIA,ILB,17,0,0,0,0,0,0,0,0,0.9,0.2,1.2,0.6,8,136.73
196,17975,Hunter Henry,NE,TE,17,0,0,0,0,0,53.4,582.8,4.3,0,0,0,0,8,136.68
197,13338,Cameron Jordan,NO,DE,17,0,0,0,0,0,0,0,0,10.8,0.3,1.1,0.5,8,136.61
198,18912,Evan Engram,NYG,TE,17,0,0,0,3.7,0.1,58.2,606.1,3,0,0,0,0,8,136.58
199,21985,Kenneth Murray Jr.,LAC,LB,17,0,0,0,0,0,0,0,0,1.1,0.3,1.1,0.6,8,136.57
200,14057,Danny Trevathan,CHI,ILB,17,0,0,0,0,0,0,0,0,1,0.2,1.1,0.6,8,136.55
201,19873,Jessie Bates III,CIN,FS,17,0,0,0,0,0,0,0,0,0.1,1.9,1.5,0.8,8,136.17
202,14375,Lavonte David,TB,ILB,17,0,0,0,0,0,0,0,0,1.1,0.8,1.8,0.9,8,136.02
203,19912,Nyheim Hines,IND,RB,17,0,0,0,265,1.9,50.4,376.3,2,0,0,0,0,8,135.73
204,22108,Tyler Bass,BUF,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.9,134.9
205,19066,Jayon Brown,TEN,ILB,17,0,0,0,0,0,0,0,0,1.3,0.8,1.2,0.6,7.9,134.66
206,8750,Ryan Succop,TB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.9,134.6
207,17933,DeForest Buckner,IND,DT,17,0,0,0,0,0,0,0,0,8.7,0.3,1.3,0.6,7.9,134.54
208,17963,Austin Hooper,CLE,TE,17,0,0,0,0,0,54.1,536.7,4.6,0,0,0,0,7.9,134.37
209,19933,Josey Jewell,DEN,ILB,17,0,0,0,0,0,0,0,0,2.4,0.3,1.2,0.6,7.9,134.13
210,14697,Greg Zuerlein,DAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.9,133.9
211,14860,Jordan Poyer,BUF,SS,17,0,0,0,0,0,0,0,0,1.3,1.4,1.5,0.7,7.9,133.81
212,13749,Chandler Jones,ARI,OLB,17,0,0,0,0,0,0,0,0,10.5,0.5,1.4,0.7,7.9,133.5
213,20859,Drew Lock,DEN,QB,17,2106.7,12.8,8.9,107.3,1.6,0,0,0,0,0,0,0,7.8,133.4
214,21736,Bryan Edwards,LV,WR,17,0,0,0,0.3,0,46.2,622.8,4.2,0,0,0,0,7.8,133.11
215,21982,Patrick Queen,BAL,LB,17,0,0,0,0,0,0,0,0,2.4,0.7,1.4,0.7,7.8,132.83
216,19296,Anthony Firkser,TEN,TE,17,0,0,0,0.3,0,50.8,532.5,4.8,0,0,0,0,7.8,132.68
217,19565,Younghoe Koo,ATL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.8,132.2
218,16787,Breshad Perriman,DET,WR,17,0,0,0,11.9,0,43.2,670.6,3.5,0,0,0,0,7.8,132.05
219,1410,Robbie Gould,SF,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.8,132
219,22112,Rodrigo Blankenship,IND,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.8,132
