Rank,PlayerID,Name,Team,Position,Played,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGamePPR,FantasyPointsPPR
78,17922,Jared Goff,DET,QB,14,3245,19,8,87,0,0,0,0,0,0,0,0,13.9,194.5
79,17959,Derrick Henry,TEN,RB,8,5,1,0,937,10,18,154,0,0,0,0,0,24.2,193.3
80,20876,Jakobi Meyers,NE,WR,17,45,0,0,9,0,83,866,2,0,0,0,0,11,186.3
81,21802,AJ Dillon,GB,RB,17,0,0,0,803,5,34,313,2,0,0,0,0,10.9,185.6
81,21687,DeVonta Smith,PHI,WR,17,0,0,0,0,0,64,916,5,0,0,1,0,10.9,185.6
83,17986,Tyler Boyd,CIN,WR,16,46,0,0,22,0,67,828,5,0,0,0,0,11.5,183.84
84,48,Dallas Cowboys,DAL,DST,17,0,0,0,0,0,0,0,0,41,26,13,9,10.7,182
85,21677,Tua Tagovailoa,MIA,QB,13,2653,16,10,128,3,0,0,0,0,0,0,0,13.9,180.92
86,19790,Baker Mayfield,CLE,QB,14,3010,17,13,134,1,0,11,0,0,0,0,0,12.9,180.9
86,21042,A.J. Brown,TEN,WR,13,0,0,0,10,0,63,869,5,0,0,0,0,13.9,180.9
88,14856,Zach Ertz,ARI,TE,17,0,0,0,4,0,74,763,5,0,0,0,0,10.6,180.7
89,19318,Kendrick Bourne,NE,WR,17,25,1,0,125,0,55,800,5,0,0,0,0,10.6,180.5
90,20007,Foyesade Oluokun,ATL,LB,17,0,0,0,0,0,0,0,0,2,3,1,0,10.6,180.4
91,13870,Marvin Jones Jr.,JAX,WR,17,0,0,0,0,0,73,832,4,0,0,0,0,10.6,180.2
92,22508,Kyle Pitts,ATL,TE,17,0,0,0,0,0,68,1026,1,0,0,0,0,10.4,176.6
93,22695,Micah Parsons,DAL,LB,16,0,0,0,0,0,0,0,0,13,0,3,0,10.9,173.95
94,21970,James Robinson,JAX,RB,14,0,0,0,767,8,31,222,0,0,0,0,0,12.4,173.9
95,20768,Myles Gaskin,MIA,RB,17,0,0,0,612,3,49,234,4,0,0,0,0,10.2,173.6
96,10974,Rob Gronkowski,TB,TE,12,0,0,0,0,0,55,802,6,0,0,0,0,14.3,171.2
97,21747,Brandon Aiyuk,SF,WR,17,0,0,0,17,0,56,826,5,0,0,0,0,10,170.3
98,22005,Jordyn Brooks,SEA,LB,17,0,0,0,0,0,0,0,0,1,0,0,1,10,169.7
99,21739,Van Jefferson,LAR,WR,17,0,0,0,20,0,50,802,6,0,0,0,0,9.9,168.2
100,20841,Daniel Jones,NYG,QB,11,2428,10,7,298,2,1,16,0,0,0,0,0,15.2,167.52
101,21752,Chase Claypool,PIT,WR,15,0,0,0,96,0,59,860,2,0,0,0,0,11.1,166.6
102,19827,Roquan Smith,CHI,ILB,17,0,0,0,0,0,0,0,0,3,1,0,0,9.7,165.5
103,22535,Elijah Mitchell,SF,RB,11,0,0,0,963,5,19,137,1,0,0,0,0,15,165
103,19863,Dallas Goedert,PHI,TE,15,0,0,0,0,0,56,830,4,0,0,0,0,11,165
103,19853,Mike Gesicki,MIA,TE,17,0,0,0,0,0,73,780,2,0,0,0,0,9.7,165
106,17975,Hunter Henry,NE,TE,17,0,0,0,0,0,50,603,9,0,0,0,0,9.7,164.3
107,20850,Dawson Knox,BUF,TE,15,0,0,0,4,0,49,587,9,0,0,1,0,10.9,164.1
108,20798,Darrell Henderson Jr.,LAR,RB,12,0,0,0,688,5,29,176,3,0,0,0,0,13.6,163.4
109,20006,Russell Gage,ATL,WR,14,0,0,0,0,0,66,770,4,0,0,0,0,11.6,163
110,19989,Daniel Carlson,LV,K,17,0,0,0,0,0,0,0,0,0,0,0,0,9.5,162
111,18037,De'Vondre Campbell,GB,LB,16,0,0,0,0,0,0,0,0,2,2,2,1,10,160.8
112,11694,Nick Folk,NE,K,17,0,0,0,0,0,0,0,0,0,0,0,0,9.4,160
113,14141,Cole Beasley,BUF,WR,16,0,0,0,0,0,82,693,1,0,0,0,0,10,159.3
114,20753,Noah Fant,DEN,TE,16,0,0,0,0,0,68,670,4,0,0,0,0,9.9,159
115,19852,Shaquille Leonard,IND,LB,16,0,0,0,0,0,0,0,0,0,4,8,3,9.9,158.5
115,21714,K.J. Osborn,MIN,WR,17,0,0,0,10,0,50,655,7,0,0,0,0,9.3,158.5
117,21,New England Patriots,NE,DST,17,0,0,0,0,0,0,0,0,36,23,11,7,9.3,158
118,19812,Sam Darnold,CAR,QB,12,2527,9,13,222,5,0,0,0,0,0,0,0,13.1,157.28
119,16618,Aaron Donald,LAR,DT,17,0,0,0,0,0,0,0,0,12.5,0,4,0,9.2,157.1
120,22505,Davis Mills,HOU,QB,13,2664,16,10,44,0,0,0,0,0,0,0,0,12.1,156.96
121,12845,A.J. Green,ARI,WR,16,0,0,0,0,0,54,848,3,0,0,0,0,9.8,156.8
122,20912,Tony Pollard,DAL,RB,15,0,0,0,719,2,39,337,0,0,0,0,0,10.4,156.6
123,16093,C.J. Mosley,NYJ,LB,16,0,0,0,0,0,0,0,0,2,0,2,0,9.8,156.4
123,19207,Tim Patrick,DEN,WR,16,0,0,0,0,0,53,734,5,0,0,0,0,9.8,156.4
125,20713,Nick Bosa,SF,DL,17,0,0,0,0,0,0,0,0,15.5,0,4,0,9.2,156.2
126,64,Miami Dolphins,MIA,DST,17,0,0,0,0,0,0,0,0,48,14,14,14,9.1,155
127,22553,Michael Carter,NYJ,RB,14,0,0,0,639,4,36,325,0,0,0,0,0,11,154.4
128,20769,Matt Gay,LAR,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.9,152
129,22495,Zach Wilson,NYJ,QB,13,2334,9,11,185,4,0,0,0,0,0,0,0,11.7,151.86
130,21750,Marquez Callaway,NO,WR,17,0,0,0,0,0,46,698,6,0,0,0,0,8.9,151.8
131,22507,Pat Freiermuth,PIT,TE,16,0,0,0,0,0,60,497,7,0,0,0,0,9.5,151.7
132,14534,Bobby Wagner,SEA,ILB,16,0,0,0,0,0,0,0,0,1,1,1,0,9.4,151.2
133,16806,Eric Kendricks,MIN,LB,15,0,0,0,0,0,0,0,0,5,2,0,1,10.1,151.1
134,16191,Chris Boswell,PIT,K,17,0,0,0,0,0,0,0,0,0,0,0,1,8.9,151
134,549,Matt Prater,ARI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.9,151
136,19800,Courtland Sutton,DEN,WR,17,16,0,0,0,0,58,776,2,0,0,0,0,8.8,150.24
137,20325,Greg Joseph,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149
137,14688,Justin Tucker,BAL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.8,149
139,20981,Devin White,TB,ILB,17,0,0,0,0,0,0,0,0,3.5,0,0,1,8.8,148.75
140,19766,Saquon Barkley,NYG,RB,13,0,0,0,593,2,41,263,2,0,0,0,0,11.4,148.6
141,22908,Evan McPherson,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,9.2,148
141,16809,Denzel Perryman,LV,LB,15,0,0,0,0,0,0,0,0,0,0,1,2,9.9,148
141,37,Buffalo Bills,BUF,DST,17,0,0,0,0,0,0,0,0,42,19,12,11,8.7,148
144,13393,Robert Quinn,CHI,DL,16,0,0,0,0,0,0,0,0,18.5,0,5,0,9.2,147.85
145,20013,Cedrick Wilson Jr.,DAL,WR,16,88,0,0,11,0,45,602,6,0,0,0,0,9.2,147.82
146,18807,Myles Garrett,CLE,DE,17,0,0,0,0,0,0,0,0,16,0,1,1,8.7,147.65
147,14986,DeAndre Hopkins,ARI,WR,10,0,0,0,0,0,42,572,8,0,0,0,0,14.7,147.2
148,12902,Cameron Heyward,PIT,DT,17,0,0,0,0,0,0,0,0,10,1,1,1,8.6,147.05
149,21120,Cole Holcomb,WAS,LB,16,0,0,0,0,0,0,0,0,1,2,2,1,9.2,147
149,18032,Tyler Higbee,LAR,TE,15,0,0,0,0,0,61,560,5,0,0,0,0,9.8,147
151,16524,Devonta Freeman,BAL,RB,16,0,0,0,576,5,34,190,1,0,0,0,0,9.2,146.6
152,19828,Sony Michel,LAR,RB,17,0,0,0,845,4,21,128,1,0,0,0,0,8.6,146.3
153,20805,T.J. Hockenson,DET,TE,12,0,0,0,0,0,61,583,4,0,0,0,0,12.1,145.3
154,19940,Kyzir White,LAC,LB,17,0,0,0,0,0,0,0,0,1,2,2,0,8.5,145.1
155,17970,Devontae Booker,NYG,RB,16,0,0,0,593,2,40,268,1,0,0,0,0,9,144.1
156,19919,Chase Edmonds,ARI,RB,12,0,0,0,592,2,43,311,0,0,0,0,0,11.9,143.3
157,95,Tampa Bay Buccaneers,TB,DST,17,0,0,0,0,0,0,0,0,47,17,16,13,8.4,143
158,20145,Allen Lazard,GB,WR,15,0,0,0,32,0,40,513,8,0,0,0,0,9.5,142.5
159,69,New Orleans Saints,NO,DST,17,0,0,0,0,0,0,0,0,46,18,13,7,8.3,141
160,20788,Mecole Hardman,KC,WR,17,0,0,0,46,0,59,693,2,0,0,0,0,8.3,140.9
161,19041,Jake Elliott,PHI,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.2,140
162,22108,Tyler Bass,BUF,K,17,0,0,0,0,0,0,0,0,0,0,0,0,8.2,139
163,17983,Deion Jones,ATL,ILB,16,0,0,0,0,0,0,0,0,2,0,1,0,8.7,138.7
164,18187,Robbie Anderson,CAR,WR,17,0,0,0,36,0,53,519,5,0,0,0,0,8.1,138.5
165,19988,Tyler Conklin,MIN,TE,17,0,0,0,0,0,61,593,3,0,0,0,0,8.1,138.3
166,22592,Elijah Moore,NYJ,WR,11,0,0,0,54,1,43,538,5,0,0,0,0,12.6,138.2
166,16887,Mike Davis,ATL,RB,17,0,0,0,503,3,44,259,1,0,0,0,0,8.1,138.2
168,14,Indianapolis Colts,IND,DST,17,0,0,0,0,0,0,0,0,33,19,18,16,8.1,138
169,21691,Chuba Hubbard,CAR,RB,17,0,0,0,612,5,25,174,1,0,0,0,0,8.1,137.6
170,16845,Jordan Hicks,ARI,LB,17,0,0,0,0,0,0,0,0,5,0,1,2,8.1,137.3
171,14871,Robert Woods,LAR,WR,9,0,0,0,46,1,45,556,4,0,0,0,0,15.2,137.2
172,19891,Fred Warner,SF,LB,16,0,0,0,0,0,0,0,0,0.5,0,1,3,8.5,136
172,19073,Harrison Butker,KC,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.5,136
174,19837,Derwin James Jr.,LAC,S,15,0,0,0,0,0,0,0,0,2,2,3,0,9,134.75
175,14867,Dustin Hopkins,LAC,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.9,134
176,16964,Darren Waller,LV,TE,11,0,0,0,0,0,55,665,2,0,0,0,0,12.1,133.5
177,14697,Greg Zuerlein,DAL,K,16,0,0,0,0,0,0,0,0,0,0,0,0,8.3,133
177,16020,Jarvis Landry,CLE,WR,12,0,0,0,40,2,52,570,2,0,0,0,0,11.1,133
179,19862,Harold Landry III,TEN,OLB,17,0,0,0,0,0,0,0,0,12,0,1,0,7.8,132.5
180,8534,Jared Cook,LAC,TE,16,0,0,0,0,0,48,564,4,0,0,0,0,8.3,132.4
180,18422,Kalif Raymond,DET,WR,16,0,0,0,28,0,48,576,4,0,0,0,0,8.3,132.4
182,11063,Emmanuel Sanders,BUF,WR,14,0,0,0,31,0,42,626,4,0,0,0,0,9.4,131.7
183,17994,Kevin Byard,TEN,S,17,0,0,0,0,0,0,0,0,1,5,2,1,7.7,131.1
184,8750,Ryan Succop,TB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.7,131
184,17085,Alex Singleton,PHI,ILB,16,0,0,0,0,0,0,0,0,0,1,1,0,8.2,131
184,55,Kansas City Chiefs,KC,DST,17,0,0,0,0,0,0,0,0,31,15,18,15,7.7,131
187,13749,Chandler Jones,ARI,DE,15,0,0,0,0,0,0,0,0,10.5,0,7,1,8.7,130.95
188,1694,Mason Crosby,GB,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.6,130
189,19287,Kenny Moore II,IND,CB,17,0,0,0,0,0,0,0,0,1,4,1,0,7.6,129.1
189,16389,Odell Beckham Jr.,LAR,WR,14,0,0,0,14,0,44,537,5,0,0,0,0,9.2,129.1
191,20897,Bobby Okereke,IND,LB,17,0,0,0,0,0,0,0,0,1,2,0,0,7.6,128.4
192,16917,C.J. Uzomah,CIN,TE,16,0,0,0,0,0,49,493,5,0,0,0,0,8,128.3
193,13338,Cameron Jordan,NO,DE,16,0,0,0,0,0,0,0,0,12.5,0,2,0,8,128.05
194,18464,J.D. McKissic,WAS,RB,11,0,0,0,212,2,43,397,2,0,0,0,0,11.6,127.9
195,14461,Harrison Smith,MIN,S,15,0,0,0,0,0,0,0,0,3,1,1,0,8.5,127.7
196,18124,Kamu Grugier-Hill,HOU,OLB,14,0,0,0,0,0,0,0,0,3,1,2,0,9.1,127.5
196,18877,Christian McCaffrey,CAR,RB,7,0,0,0,442,1,37,343,1,0,0,0,0,18.2,127.5
198,21697,Laviska Shenault Jr.,JAX,WR,16,0,0,0,41,0,63,619,0,0,0,0,0,7.9,127
199,22492,Justin Fields,CHI,QB,12,1870,7,10,420,2,0,0,0,0,0,0,0,10.6,126.8
199,20150,Byron Pringle,KC,WR,17,0,0,0,0,0,42,568,5,0,0,0,1,7.5,126.8
201,19882,Jerome Baker,MIA,LB,16,0,0,0,0,0,0,0,0,5.5,1,1,0,7.9,126.7
202,1,Arizona Cardinals,ARI,DST,17,0,0,0,0,0,0,0,0,41,13,21,15,7.4,126
203,20868,Alexander Mattison,MIN,RB,16,0,0,0,491,3,32,228,1,0,0,0,0,7.9,125.9
203,21735,Gabe Davis,BUF,WR,16,0,0,0,0,0,35,549,6,0,0,0,0,7.9,125.9
205,18064,Matthew Judon,NE,LB,17,0,0,0,0,0,0,0,0,12.5,0,0,1,7.4,125.4
206,13810,Demario Davis,NO,LB,16,0,0,0,0,0,0,0,0,3,0,0,0,7.8,125.1
207,19829,Minkah Fitzpatrick,PIT,S,16,0,0,0,0,0,0,0,0,0,2,1,1,7.8,125
208,13741,Brandon Bolden,NE,RB,17,0,0,0,226,1,41,405,2,0,0,0,0,7.3,124.1
209,21109,Quincy Williams,NYJ,LB,16,0,0,0,0,0,0,0,0,2,0,3,0,7.7,123.9
210,22562,Kenneth Gainwell,PHI,RB,16,0,0,0,291,5,33,253,1,0,0,0,0,7.7,123.4
211,14860,Jordan Poyer,BUF,S,16,0,0,0,0,0,0,0,0,3,5,0,0,7.7,123.1
212,67,Minnesota Vikings,MIN,DST,17,0,0,0,0,0,0,0,0,51,16,13,9,7.2,123
212,34,Tennessee Titans,TEN,DST,17,0,0,0,0,0,0,0,0,43,16,13,6,7.2,123
214,16271,Shaquil Barrett,TB,OLB,15,0,0,0,0,0,0,0,0,10,1,3,2,8.2,122.85
215,20983,Christian Wilkins,MIA,DT,17,0,0,0,0,0,1,1,1,4.5,0,1,1,7.2,122.1
216,13961,Randy Bullock,TEN,K,16,0,0,0,0,0,0,0,0,0,0,0,0,7.6,122
217,19238,Taysom Hill,NO,TE,12,978,4,5,374,5,4,52,0,0,0,0,0,10.1,121.72
218,19799,Rashaad Penny,SEA,RB,10,0,0,0,749,6,6,48,0,0,0,0,0,12.2,121.7
219,22004,Isaiah Simmons,ARI,ILB,17,0,0,0,0,0,0,0,0,1.5,1,4,0,7.2,121.6
220,14888,Logan Ryan,NYG,S,15,0,0,0,0,0,0,0,0,1,0,2,1,8.1,121.4
221,21772,Cole Kmet,CHI,TE,17,0,0,0,0,0,60,612,0,0,0,0,0,7.1,121.2
222,11056,Antonio Brown,TB,WR,7,0,0,0,6,0,42,545,4,0,0,0,0,17.3,121.1
223,21635,Jalen Thompson,ARI,S,17,0,0,0,0,0,0,0,0,0,3,0,0,7.1,121
223,14996,Brandon McManus,DEN,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7.1,121
223,32,Los Angeles Rams,LAR,DST,17,0,0,0,0,0,0,0,0,50,19,14,6,7.1,121
226,18160,Jayron Kearse,DAL,S,16,0,0,0,0,0,0,0,0,1,2,0,1,7.5,120.2
227,18909,Haason Reddick,CAR,LB,16,0,0,0,0,0,0,0,0,11,0,2,1,7.5,119.9
228,18995,Jamaal Williams,DET,RB,13,0,0,0,601,3,26,157,0,0,0,0,0,9.2,119.8
229,21921,Jeremy Chinn,CAR,S,16,0,0,0,0,0,0,0,0,1,1,1,1,7.5,119.7
230,20737,Josh Allen,JAX,OLB,16,0,0,0,0,0,0,0,0,7.5,1,1,1,7.5,119.5
231,19084,Xavier Woods,MIN,S,17,0,0,0,0,0,0,0,0,1,3,2,0,7,119.3
232,19565,Younghoe Koo,ATL,K,17,0,0,0,0,0,0,0,0,0,0,0,0,7,119
232,12,Green Bay Packers,GB,DST,17,0,0,0,0,0,0,0,0,39,18,10,10,7,119
234,10333,Graham Gano,NYG,K,17,0,0,0,0,0,0,0,0,0,0,0,0,6.9,118
234,93,San Francisco 49ers,SF,DST,17,0,0,0,0,0,0,0,0,48,9,21,12,6.9,118
236,18935,Gerald Everett,SEA,TE,15,0,0,0,20,0,48,478,4,0,0,0,0,7.9,117.8
237,21769,Clyde Edwards-Helaire,KC,RB,10,0,0,0,517,4,19,129,2,0,0,0,0,11.8,117.6
238,16762,Jameis Winston,NO,QB,7,1170,14,3,166,1,0,0,0,0,0,0,0,16.8,117.4
239,20749,T.J. Edwards,PHI,LB,16,0,0,0,0,0,0,0,0,1,1,0,1,7.3,117.3
239,17915,Joey Bosa,LAC,OLB,16,0,0,0,0,0,0,0,0,10.5,0,7,0,7.3,117.3
239,16786,Shaq Thompson,CAR,LB,14,0,0,0,0,0,0,0,0,2,2,0,0,8.4,117.3
242,20933,Miles Sanders,PHI,RB,12,0,0,0,754,0,26,158,0,0,0,0,0,9.8,117.2
243,22714,Nick Bolton,KC,LB,16,0,0,0,0,0,0,0,0,0,0,0,1,7.3,117
243,20837,Ty Johnson,NYJ,RB,16,0,0,0,238,2,34,372,2,0,0,0,0,7.3,117
245,21015,Maxx Crosby,LV,DE,17,0,0,0,0,0,0,0,0,8,0,0,0,6.9,116.75
246,17935,Leonard Floyd,LAR,OLB,17,0,0,0,0,0,0,0,0,9.5,1,1,1,6.8,116.35
247,21957,Quez Watkins,PHI,WR,17,0,0,0,3,0,43,647,1,0,0,0,0,6.8,116
248,22156,Tae Crowder,NYG,ILB,17,0,0,0,0,0,0,0,0,0,2,1,0,6.8,115.5
249,20038,Braxton Berrios,NYJ,WR,16,0,0,0,40,2,46,431,2,0,0,0,0,7.2,115.1
250,22546,Rhamondre Stevenson,NE,RB,12,0,0,0,606,5,14,123,0,0,0,0,0,9.6,114.9
251,21940,Antoine Winfield Jr.,TB,S,13,0,0,0,0,0,0,0,0,2,2,2,3,8.8,113.8
252,22051,Trevon Diggs,DAL,CB,16,0,0,0,0,0,0,0,0,0,11,0,0,7.1,113.5
252,17919,Jalen Ramsey,LAR,DB,16,0,0,0,0,0,0,0,0,0,4,1,1,7.1,113.5
